,Name,League,Goals,Assists,Non-Penalty Goals,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shots Total,Shots on Target,Goals/Shot,npxG/Shot,xA: Expected Assists,Key Passes,Through Balls,Crosses,Shot-Creating Actions,Goal-Creating Actions,Shots on Target,Touches (Att 3rd),Touches (Att Pen)
0,Dan Ndoye,seriea,0.27,0.09,0.21,0.28,0.23,0.11,5.17,3.10,8.82,2.13,0.58,0.10,0.11,0.10,1.19,0.24,0.15,3.53,0.27,0.58,22.39,4.41
1,Daniel Mosquera,seriea,0.37,0.07,0.37,0.46,0.46,0.10,1.19,1.72,5.37,3.73,0.97,0.10,0.13,0.07,0.89,0.07,0.00,2.98,0.22,0.97,15.29,5.07
2,Daniel Fila,seriea,0.20,0.00,0.20,0.31,0.31,0.06,1.97,1.57,5.90,2.16,0.98,0.09,0.15,0.08,1.18,0.00,0.00,3.14,0.00,0.98,16.70,5.11
3,Alejandro Jimenez,seriea,0.00,0.00,0.00,0.06,0.06,0.10,4.55,3.34,5.94,0.93,0.37,0.00,0.06,0.12,0.93,0.19,0.37,2.79,0.19,0.37,20.06,2.41
4,Charles De Ketelaere,seriea,0.36,0.39,0.33,0.31,0.28,0.36,4.89,5.27,9.53,2.16,1.02,0.15,0.13,0.25,1.98,0.66,0.51,4.08,0.63,1.02,29.31,5.84
5,Santiago Pierotti,seriea,0.20,0.15,0.20,0.14,0.14,0.09,2.10,1.65,4.34,1.65,0.45,0.12,0.09,0.05,1.15,0.10,0.15,2.50,0.10,0.45,13.28,3.94
6,Assane Diao,seriea,0.53,0.18,0.53,0.28,0.28,0.11,3.47,2.18,8.42,2.06,0.82,0.26,0.14,0.06,0.94,0.00,0.06,2.24,0.35,0.82,20.07,4.53
7,Paulo Dybala,seriea,0.33,0.18,0.18,0.39,0.28,0.31,2.64,4.99,7.55,3.07,0.87,0.06,0.09,0.32,2.53,0.29,0.18,5.13,0.51,0.87,27.93,4.55
8,Sebastiano Esposito,seriea,0.36,0.00,0.31,0.25,0.17,0.09,1.34,3.72,3.85,2.38,0.76,0.13,0.07,0.09,1.39,0.27,0.13,3.18,0.22,0.76,18.74,3.90
9,Darko Lazovic,seriea,0.10,0.20,0.00,0.15,0.07,0.27,1.53,2.45,5.92,1.12,0.26,0.00,0.06,0.15,1.22,0.10,0.51,1.73,0.31,0.26,17.60,2.04
10,Federico Dimarco,seriea,0.14,0.28,0.14,0.13,0.13,0.30,1.97,3.38,9.42,2.31,0.79,0.06,0.06,0.26,2.24,0.14,0.73,4.32,0.55,0.79,27.83,3.56
11,Teun Koopmeiners,seriea,0.11,0.14,0.11,0.17,0.17,0.17,1.77,4.07,5.32,1.77,0.42,0.06,0.10,0.17,1.72,0.17,0.28,3.10,0.22,0.42,21.07,2.33
12,Riccardo Orsolini,seriea,0.53,0.13,0.40,0.38,0.28,0.17,2.85,3.78,9.17,3.34,1.16,0.12,0.08,0.15,1.47,0.18,0.53,2.98,0.18,1.16,23.50,4.14
13,Fabio Miretti,seriea,0.15,0.15,0.15,0.18,0.18,0.10,1.77,3.08,5.36,1.42,0.30,0.11,0.12,0.11,1.16,0.25,0.10,2.88,0.30,0.30,17.09,2.98
14,Tommaso Augello,seriea,0.00,0.21,0.00,0.01,0.01,0.16,2.06,4.01,4.19,0.25,0.00,0.00,0.04,0.17,1.35,0.04,1.06,2.45,0.25,0.00,19.33,0.35
15,Christian Gytkjaer,seriea,0.31,0.00,0.16,0.30,0.17,0.03,0.31,0.78,5.79,1.72,0.47,0.09,0.10,0.03,0.78,0.00,0.00,1.57,0.31,0.47,11.58,3.13
16,Eldor Shomurodov,seriea,0.42,0.21,0.42,0.52,0.52,0.10,1.55,1.91,6.07,2.96,1.06,0.14,0.17,0.09,1.20,0.07,0.00,2.33,0.49,1.06,21.39,5.58
17,Iker Bravo,seriea,0.32,0.16,0.32,0.13,0.13,0.06,0.64,2.40,5.12,1.76,0.48,0.18,0.08,0.06,0.96,0.16,0.00,2.08,0.00,0.48,19.22,3.52
18,Milan Djuric,seriea,0.35,0.05,0.35,0.22,0.22,0.06,0.10,1.39,2.43,1.88,0.74,0.18,0.12,0.02,0.35,0.00,0.00,0.74,0.10,0.74,9.31,2.97
19,Samuel Mbangula,seriea,0.39,0.29,0.39,0.13,0.13,0.19,3.19,2.32,6.68,1.16,0.77,0.33,0.11,0.15,1.65,0.00,0.58,2.52,0.48,0.77,21.58,2.90
20,Zito Luvumbo,seriea,0.12,0.06,0.12,0.13,0.13,0.12,3.96,1.56,7.32,1.62,0.36,0.07,0.08,0.07,0.84,0.00,0.30,2.28,0.18,0.36,16.67,4.20
21,Tammy Abraham,seriea,0.32,0.27,0.27,0.51,0.42,0.16,1.08,2.00,5.52,2.06,0.92,0.13,0.20,0.09,1.14,0.32,0.00,2.27,0.65,0.92,12.45,4.87
22,Pedro,seriea,0.49,0.24,0.44,0.32,0.28,0.16,3.52,4.54,6.06,2.15,0.98,0.20,0.13,0.17,1.51,0.59,0.15,3.81,0.39,0.98,22.62,4.25
23,Matteo Politano,seriea,0.10,0.13,0.10,0.13,0.11,0.17,4.04,4.50,8.80,1.97,0.46,0.05,0.06,0.18,1.87,0.03,0.76,3.58,0.36,0.46,25.69,2.63
24,Matias Soule,seriea,0.20,0.08,0.16,0.21,0.18,0.21,4.54,5.07,7.85,2.53,0.82,0.06,0.07,0.16,2.04,0.20,0.49,5.03,0.37,0.82,33.39,3.88
25,Albert Gudmundsson,seriea,0.48,0.07,0.34,0.33,0.23,0.13,2.53,2.80,4.03,1.71,0.75,0.20,0.13,0.08,1.16,0.14,0.07,2.53,0.27,0.75,16.06,2.19
26,Lameck Banda,seriea,0.00,0.16,0.00,0.14,0.14,0.16,4.08,1.10,6.43,2.35,0.63,0.00,0.06,0.13,1.57,0.31,0.94,3.14,0.16,0.63,18.03,3.14
27,Gaetano Castrovilli,seriea,0.11,0.21,0.11,0.08,0.08,0.13,2.57,3.65,4.72,1.29,0.21,0.08,0.06,0.08,1.18,0.21,0.11,2.47,0.64,0.21,15.66,2.36
28,Lazar Samardzic,seriea,0.24,0.10,0.19,0.23,0.19,0.26,3.88,5.71,7.24,2.73,0.91,0.07,0.07,0.29,3.16,0.38,0.19,6.66,0.58,0.91,34.24,3.69
29,Walid Cheddira,seriea,0.17,0.09,0.17,0.24,0.24,0.12,1.57,1.49,6.82,2.36,0.79,0.07,0.10,0.04,0.96,0.00,0.00,2.54,0.44,0.79,13.82,5.42
30,John Yeboah,seriea,0.11,0.11,0.11,0.24,0.24,0.11,2.71,2.60,6.72,2.39,0.98,0.05,0.10,0.10,1.41,0.33,0.00,3.36,0.22,0.98,23.10,3.69
31,Junior Messias,seriea,0.16,0.16,0.16,0.31,0.17,0.05,3.30,3.46,5.51,2.05,0.63,0.08,0.08,0.05,0.79,0.00,0.16,2.83,0.31,0.63,17.31,2.05
32,Arthur Atta,seriea,0.00,0.09,0.00,0.08,0.08,0.13,2.23,4.09,5.67,1.86,0.56,0.00,0.04,0.10,1.39,0.00,0.28,3.63,0.09,0.56,19.99,2.60
33,Che Adams,seriea,0.33,0.13,0.33,0.27,0.23,0.08,0.79,1.38,5.13,1.96,0.83,0.17,0.12,0.12,1.00,0.17,0.00,2.34,0.21,0.83,12.31,3.13
34,Pietro Pellegri,seriea,0.60,0.15,0.60,0.11,0.11,0.14,2.71,1.81,6.63,1.66,0.75,0.36,0.06,0.05,1.51,0.00,0.00,3.02,0.45,0.75,14.32,3.17
35,Nikola Vlasic,seriea,0.19,0.19,0.15,0.11,0.07,0.10,2.32,4.21,4.83,1.26,0.44,0.12,0.06,0.09,1.06,0.15,0.15,2.76,0.39,0.44,18.03,2.47
36,Santiago Gimenez,seriea,0.71,0.18,0.62,0.63,0.49,0.09,1.50,1.06,4.32,2.47,1.15,0.25,0.20,0.06,0.88,0.18,0.09,2.03,0.35,1.15,12.08,4.32
37,Christian Pulisic,seriea,0.42,0.31,0.34,0.37,0.28,0.23,4.21,4.12,7.40,1.99,0.90,0.17,0.14,0.24,2.47,0.53,0.39,4.40,0.53,0.90,26.64,4.49
38,Dailon Livramento,seriea,0.10,0.10,0.10,0.19,0.19,0.09,2.38,1.34,5.99,1.34,0.41,0.08,0.14,0.08,0.83,0.00,0.10,1.86,0.31,0.41,15.91,3.82
39,Timothy Weah,seriea,0.24,0.12,0.24,0.14,0.14,0.11,2.96,3.29,6.49,1.06,0.49,0.23,0.14,0.09,1.06,0.12,0.41,2.19,0.12,0.49,20.05,1.83
40,Yann Karamoh,seriea,0.00,0.08,0.00,0.09,0.09,0.08,2.98,2.12,6.51,1.96,0.47,0.00,0.05,0.09,0.94,0.16,0.08,2.12,0.16,0.47,17.09,4.00
41,Patrick Cutrone,seriea,0.30,0.15,0.30,0.30,0.26,0.10,2.22,1.28,6.61,2.86,1.09,0.10,0.09,0.09,0.89,0.00,0.10,2.22,0.25,1.09,16.92,5.08
42,Junior Sambia,seriea,0.13,0.25,0.13,0.06,0.06,0.08,1.50,3.63,4.01,1.63,0.25,0.08,0.04,0.06,1.13,0.13,0.63,2.38,0.25,0.25,15.90,1.38
43,Tomas Suslov,seriea,0.08,0.04,0.08,0.10,0.10,0.14,1.87,3.70,3.65,1.66,0.47,0.05,0.06,0.09,1.32,0.17,0.08,3.53,0.21,0.47,14.10,1.27
44,Ola Solbakken,seriea,0.00,0.00,0.00,0.11,0.11,0.06,2.13,2.27,3.84,0.43,0.43,0.00,0.25,0.03,1.14,0.14,0.14,1.42,0.14,0.43,10.95,1.99
45,Keita Balde,seriea,0.19,0.00,0.19,0.10,0.10,0.00,2.72,4.27,4.46,1.94,0.39,0.10,0.05,0.06,0.39,0.00,0.39,3.30,0.00,0.39,15.32,1.94
46,Andrea Pinamonti,seriea,0.28,0.03,0.25,0.26,0.21,0.05,0.56,1.41,4.42,2.51,0.75,0.10,0.08,0.04,0.44,0.13,0.06,1.47,0.16,0.75,11.63,4.01
47,Valentin Castellanos,seriea,0.41,0.16,0.35,0.49,0.42,0.10,1.34,2.39,5.89,3.59,1.18,0.10,0.12,0.09,0.86,0.25,0.06,2.80,0.51,1.18,16.35,6.04
48,Christian Kouame,seriea,0.07,0.07,0.07,0.28,0.28,0.15,0.93,2.14,7.08,2.00,0.47,0.03,0.14,0.10,1.20,0.07,0.13,3.27,0.00,0.47,19.43,4.81
49,Silvere Ganvoula MBoussy,seriea,0.11,0.00,0.11,0.22,0.22,0.03,1.22,0.89,4.43,1.88,0.78,0.06,0.12,0.01,0.22,0.00,0.00,1.11,0.00,0.78,11.31,3.10
50,Giacomo Raspadori,seriea,0.41,0.10,0.41,0.35,0.35,0.27,1.24,3.61,5.05,3.51,1.24,0.12,0.10,0.21,2.78,0.21,0.21,5.36,0.31,1.24,23.09,4.54
51,Boulaye Dia,seriea,0.38,0.11,0.38,0.27,0.27,0.16,1.03,2.02,4.61,1.56,0.91,0.24,0.18,0.07,1.03,0.31,0.04,2.33,0.31,0.91,13.04,3.66
52,Anastasios Douvikas,seriea,0.50,0.07,0.50,0.50,0.50,0.06,1.07,1.00,5.97,2.20,1.14,0.23,0.23,0.04,0.57,0.07,0.00,1.71,0.14,1.14,14.29,4.41
53,Amin Sarr,seriea,0.24,0.06,0.24,0.14,0.14,0.12,1.53,1.88,4.89,1.18,0.35,0.20,0.12,0.05,1.12,0.06,0.06,2.18,0.12,0.35,15.54,3.00
54,Emmanuel Gyasi,seriea,0.06,0.06,0.06,0.11,0.11,0.04,0.54,1.38,2.85,0.54,0.20,0.11,0.20,0.05,0.42,0.06,0.17,0.99,0.14,0.20,10.16,1.38
55,Nikola Krstovic,seriea,0.34,0.09,0.29,0.37,0.31,0.09,1.29,1.83,4.72,4.01,1.06,0.07,0.08,0.05,0.89,0.14,0.00,2.49,0.14,1.06,15.59,4.78
56,Loum Tchaouna,seriea,0.16,0.05,0.16,0.23,0.23,0.11,3.04,3.10,7.61,2.93,0.87,0.06,0.08,0.13,1.47,0.11,0.27,3.26,0.54,0.87,23.21,4.13
57,Vitinha,seriea,0.08,0.16,0.08,0.15,0.15,0.23,2.44,1.22,5.61,2.69,0.49,0.03,0.06,0.11,0.98,0.16,0.41,3.01,0.16,0.49,16.52,3.99
58,Denzel Dumfries,seriea,0.24,0.07,0.24,0.22,0.21,0.13,2.35,2.25,7.75,1.66,0.69,0.15,0.13,0.12,0.90,0.03,0.48,2.25,0.21,0.69,20.27,4.15
59,Roberto Piccoli,seriea,0.25,0.03,0.22,0.35,0.33,0.04,0.87,1.06,4.78,2.73,0.84,0.08,0.12,0.02,0.43,0.00,0.00,1.58,0.16,0.84,11.09,4.23
60,Andrea Belotti,seriea,0.42,0.00,0.42,0.37,0.37,0.09,1.04,1.35,5.09,2.60,0.62,0.16,0.15,0.04,1.14,0.21,0.10,2.49,0.10,0.62,12.06,3.95
61,Elif Elmas,seriea,0.46,0.00,0.46,0.22,0.22,0.06,2.20,2.55,4.87,2.20,0.93,0.21,0.10,0.07,1.04,0.12,0.23,2.67,0.23,0.93,16.12,3.71
62,Abdou Harroui,seriea,0.14,0.42,0.14,0.45,0.45,0.14,5.22,4.66,6.35,3.39,0.99,0.04,0.14,0.17,0.99,0.28,0.28,3.67,0.71,0.99,20.45,3.67
63,Gustav Isaksen,seriea,0.21,0.18,0.21,0.22,0.22,0.14,3.97,1.63,9.74,2.41,0.92,0.09,0.09,0.16,1.56,0.11,0.53,3.89,0.46,0.92,25.70,5.52
64,Duvan Zapata,seriea,0.37,0.00,0.37,0.40,0.40,0.05,1.49,1.21,5.49,3.07,1.02,0.12,0.13,0.05,0.84,0.00,0.09,2.05,0.09,1.02,15.34,5.21
65,Benjamin Dominguez,seriea,0.25,0.17,0.25,0.18,0.18,0.03,3.88,2.47,8.91,2.31,1.32,0.11,0.08,0.07,0.58,0.17,0.08,2.80,0.50,1.32,24.67,3.88
66,Samuel Chukwueze,seriea,0.21,0.14,0.21,0.22,0.22,0.29,5.02,3.77,13.53,3.00,0.77,0.07,0.07,0.27,2.65,0.42,0.49,5.16,0.35,0.77,31.74,5.58
67,Caleb Ekuban,seriea,0.25,0.37,0.25,0.36,0.36,0.09,0.87,1.37,7.09,2.49,0.99,0.10,0.15,0.02,0.99,0.00,0.00,1.99,0.37,0.99,14.05,3.98
68,Lorenzo Colombo,seriea,0.21,0.08,0.17,0.24,0.21,0.12,1.06,1.82,4.77,2.15,0.72,0.08,0.10,0.04,0.84,0.13,0.08,2.11,0.13,0.72,14.31,3.46
69,Valentino Lazaro,seriea,0.00,0.33,0.00,0.04,0.04,0.16,1.41,2.81,4.88,0.58,0.08,0.00,0.06,0.15,1.24,0.00,0.62,1.94,0.41,0.08,20.15,0.95
70,Ruslan Malinovskyi,seriea,0.20,0.40,0.20,0.10,0.10,0.32,0.79,7.71,2.18,2.37,0.99,0.08,0.04,0.16,1.78,1.58,0.00,3.56,0.40,0.99,15.82,0.20
71,Joel Pohjanpalo,seriea,0.34,0.00,0.17,0.42,0.24,0.10,0.51,1.63,4.04,1.91,0.73,0.09,0.13,0.06,0.84,0.17,0.00,1.85,0.17,0.73,10.50,3.71
72,Yunus Musah,seriea,0.00,0.08,0.00,0.09,0.09,0.10,3.10,4.61,4.82,1.22,0.21,0.00,0.08,0.08,1.34,0.17,0.38,2.73,0.21,0.21,16.94,2.01
73,Jeff Ekhator,seriea,0.14,0.14,0.14,0.18,0.18,0.14,0.55,1.91,6.01,1.37,0.41,0.10,0.13,0.07,1.37,0.41,0.00,2.59,0.27,0.41,15.71,3.14
74,Gaetano Oristanio,seriea,0.08,0.12,0.08,0.15,0.15,0.11,2.65,2.53,5.23,1.72,0.49,0.05,0.08,0.09,1.31,0.16,0.33,2.86,0.25,0.49,15.97,3.14
75,Alvaro Morata,seriea,0.37,0.11,0.37,0.32,0.32,0.11,1.33,1.70,4.45,2.07,0.74,0.18,0.16,0.06,0.80,0.16,0.00,1.91,0.32,0.74,12.51,4.88
76,Lucas Beltran,seriea,0.20,0.20,0.10,0.26,0.14,0.14,1.14,3.12,4.96,1.29,0.30,0.08,0.11,0.09,1.34,0.20,0.15,3.17,0.50,0.30,14.33,2.48
77,Kenan Yildiz,seriea,0.24,0.09,0.24,0.15,0.15,0.14,3.99,3.96,7.94,2.20,0.71,0.11,0.07,0.15,1.61,0.24,0.42,3.99,0.30,0.71,24.87,3.36
78,Keinan Davis,seriea,0.31,0.10,0.31,0.21,0.21,0.21,1.75,2.58,5.88,1.96,0.82,0.16,0.11,0.08,1.75,0.00,0.00,3.51,0.31,0.82,17.63,5.26
79,Francisco Conceicao,seriea,0.22,0.22,0.22,0.12,0.12,0.25,6.62,2.42,10.07,2.21,0.75,0.10,0.05,0.27,1.45,0.11,0.65,4.09,0.70,0.75,27.94,5.38
80,Andrea Cambiaso,seriea,0.07,0.07,0.07,0.03,0.03,0.11,3.49,4.87,4.87,0.66,0.20,0.10,0.04,0.08,1.55,0.10,0.33,3.16,0.23,0.20,20.43,1.58
81,Gianluca Lapadula,seriea,0.15,0.00,0.00,0.45,0.33,0.08,1.51,1.21,4.39,3.48,0.76,0.00,0.10,0.08,1.66,0.00,0.15,3.63,0.30,0.76,14.37,6.05
82,Nicolo Zaniolo,seriea,0.36,0.24,0.36,0.33,0.32,0.11,1.89,2.37,7.46,2.72,1.07,0.13,0.12,0.12,1.30,0.12,0.00,3.32,0.36,1.07,20.13,4.74
83,Edoardo Bove,seriea,0.08,0.15,0.08,0.05,0.05,0.13,1.38,4.67,2.37,0.77,0.31,0.10,0.06,0.08,1.22,0.08,0.00,2.91,0.54,0.31,12.70,2.07
84,Marko Arnautovic,seriea,0.98,0.24,0.98,0.72,0.62,0.18,0.85,2.68,9.02,2.20,1.34,0.44,0.28,0.13,1.34,0.49,0.24,2.80,0.24,1.34,21.59,5.85
85,Randal Kolo Muani,seriea,0.44,0.19,0.31,0.57,0.47,0.13,1.37,1.49,8.21,2.49,1.00,0.13,0.19,0.08,1.31,0.19,0.06,2.67,0.50,1.00,17.04,6.28
86,Riccardo Sottil,seriea,0.17,0.26,0.17,0.12,0.12,0.23,7.68,2.44,11.35,2.36,0.61,0.07,0.05,0.24,1.57,0.17,0.70,3.93,0.61,0.61,24.18,4.36
87,Ademola Lookman,seriea,0.76,0.24,0.73,0.52,0.48,0.31,5.92,3.06,12.10,3.64,1.46,0.20,0.13,0.33,2.46,0.18,0.39,5.55,0.76,1.46,32.67,8.16
88,Michael Kayode,seriea,0.00,0.00,0.00,0.02,0.02,0.05,1.59,3.17,6.87,0.35,0.00,0.00,0.06,0.04,0.53,0.00,0.53,1.59,0.18,0.00,15.68,1.76
89,Nicola Zalewski,seriea,0.00,0.15,0.00,0.06,0.06,0.16,5.18,2.63,8.78,1.13,0.15,0.00,0.05,0.17,1.80,0.00,0.98,3.68,0.23,0.15,25.97,3.08
90,Tijjani Noslin,seriea,0.28,0.28,0.28,0.29,0.29,0.21,1.69,1.97,6.25,2.42,0.84,0.12,0.12,0.10,1.75,0.17,0.34,3.10,0.51,0.84,19.82,4.56
91,Antonio Sanabria,seriea,0.12,0.06,0.12,0.19,0.14,0.03,0.36,1.33,3.62,1.33,0.24,0.09,0.10,0.04,0.54,0.12,0.00,1.45,0.18,0.24,9.77,2.35
92,Jonathan Ikone,seriea,0.20,0.00,0.20,0.27,0.27,0.04,3.78,2.76,9.50,2.35,1.12,0.09,0.11,0.08,0.51,0.20,0.00,3.06,0.20,1.12,20.53,5.41
93,Florian Thauvin,seriea,0.37,0.14,0.32,0.37,0.26,0.17,4.23,4.14,6.81,2.35,1.06,0.14,0.11,0.22,1.79,0.23,0.92,4.28,0.41,1.06,24.71,3.77
94,Romelu Lukaku,seriea,0.46,0.31,0.37,0.42,0.32,0.12,1.05,1.08,7.08,2.01,0.74,0.18,0.16,0.08,1.24,0.15,0.06,2.44,0.46,0.74,13.04,4.94
95,Gianluca Caprari,seriea,0.14,0.07,0.00,0.21,0.11,0.12,2.15,4.29,6.30,1.52,0.42,0.00,0.07,0.12,1.87,0.28,0.14,3.88,0.28,0.42,22.29,2.08
96,Ange Yoan Bonny,seriea,0.26,0.13,0.18,0.38,0.28,0.10,1.49,1.89,6.31,2.32,0.66,0.08,0.12,0.07,1.14,0.13,0.09,2.54,0.31,0.66,16.66,4.30
97,Lautaro Martinez,seriea,0.54,0.10,0.51,0.49,0.47,0.15,1.23,2.33,6.36,3.41,1.39,0.15,0.14,0.14,1.15,0.38,0.05,2.77,0.31,1.39,16.65,5.49
98,Giovanni Simeone,seriea,0.17,0.17,0.17,0.47,0.47,0.12,2.26,1.22,6.25,2.61,0.52,0.07,0.18,0.05,1.22,0.17,0.00,1.91,0.35,0.52,18.42,4.86
99,Grigoris Kastanos,seriea,0.09,0.09,0.09,0.09,0.09,0.17,1.27,3.71,2.35,2.08,0.45,0.04,0.04,0.09,1.09,0.27,0.09,2.35,0.18,0.45,14.92,1.27
100,Tete Morente,seriea,0.15,0.05,0.15,0.13,0.13,0.05,2.31,4.52,6.19,1.72,0.59,0.09,0.08,0.04,0.98,0.10,0.44,2.60,0.10,0.59,16.75,1.72
101,Dennis Man,seriea,0.18,0.18,0.18,0.20,0.20,0.19,3.04,2.63,6.40,1.98,0.78,0.09,0.10,0.12,2.07,0.18,0.23,3.59,0.32,0.78,23.26,3.73
102,Nicolo Cambiaghi,seriea,0.15,0.45,0.15,0.09,0.09,0.31,6.43,2.69,7.03,2.09,0.45,0.07,0.04,0.30,1.94,0.00,1.05,4.78,1.20,0.45,25.71,5.08
103,Leonardo Spinazzola,seriea,0.07,0.07,0.07,0.03,0.03,0.18,5.52,4.92,5.32,0.61,0.20,0.11,0.05,0.18,1.48,0.13,0.67,2.69,0.20,0.20,21.49,2.16
104,Pasquale Mazzocchi,seriea,0.00,0.00,0.00,0.03,0.03,0.06,2.37,3.27,5.08,0.45,0.11,0.00,0.07,0.09,0.79,0.11,0.56,2.48,0.00,0.11,15.92,1.13
105,Khvicha Kvaratskhelia,seriea,0.34,0.24,0.31,0.29,0.26,0.33,5.60,4.10,9.36,3.63,1.22,0.08,0.07,0.24,2.34,0.58,0.20,5.29,0.64,1.22,31.98,6.27
106,Dusan Vlahovic,seriea,0.46,0.18,0.28,0.57,0.43,0.11,1.27,1.24,5.95,3.40,1.20,0.08,0.13,0.06,0.99,0.21,0.04,2.20,0.28,1.20,14.62,6.05
107,Nicolas Viola,seriea,0.22,0.07,0.22,0.19,0.19,0.19,1.50,3.67,5.31,2.47,0.67,0.09,0.07,0.22,2.09,0.30,0.15,4.34,0.30,0.67,19.60,2.69
108,Valentin Mihaila,seriea,0.00,0.21,0.00,0.17,0.17,0.08,1.75,2.86,5.03,2.17,0.77,0.00,0.08,0.08,1.19,0.21,0.21,3.35,0.35,0.77,21.73,2.17
109,Mattia Zaccagni,seriea,0.34,0.26,0.26,0.24,0.17,0.17,3.25,4.13,8.54,1.65,0.60,0.16,0.10,0.15,1.94,0.28,0.14,3.50,0.40,0.60,26.20,3.73
110,Jesper Karlsson,seriea,0.14,0.00,0.14,0.18,0.18,0.08,2.24,2.10,8.13,1.96,0.84,0.07,0.10,0.04,1.12,0.00,0.70,2.94,0.14,0.84,21.45,1.82
111,Moise Kean,seriea,0.61,0.11,0.58,0.58,0.53,0.07,1.30,0.83,4.91,3.25,1.41,0.18,0.16,0.04,0.61,0.04,0.04,1.88,0.18,1.41,12.23,4.22
112,Alessandro Zanoli,seriea,0.05,0.00,0.05,0.03,0.03,0.09,3.27,1.54,4.63,0.61,0.14,0.08,0.04,0.06,1.17,0.05,0.56,1.96,0.05,0.14,13.84,2.29
113,Nadir Zortea,seriea,0.20,0.00,0.20,0.10,0.10,0.07,2.43,2.17,4.83,1.17,0.43,0.17,0.08,0.07,1.00,0.03,0.77,2.10,0.07,0.43,13.99,1.03
114,Mateo Retegui,seriea,0.84,0.16,0.72,0.67,0.52,0.13,1.12,1.46,6.92,3.43,1.18,0.21,0.15,0.09,1.15,0.03,0.03,2.65,0.41,1.18,17.20,5.83
115,Lorenzo Lucca,seriea,0.37,0.07,0.33,0.26,0.23,0.06,0.60,0.70,3.85,2.18,0.84,0.15,0.11,0.03,0.54,0.03,0.00,1.14,0.13,0.84,9.88,3.75
116,Mattia Felici,seriea,0.00,0.31,0.00,0.06,0.06,0.10,3.90,1.85,7.40,1.03,0.62,0.00,0.06,0.07,0.92,0.00,0.00,2.98,0.41,0.62,19.62,3.70
117,Giuseppe Pezzella,seriea,0.00,0.10,0.00,0.02,0.02,0.15,2.45,2.51,4.11,0.42,0.07,0.00,0.04,0.14,1.18,0.07,0.72,1.73,0.16,0.07,15.57,0.98
118,David Neres,seriea,0.15,0.29,0.15,0.15,0.15,0.25,5.13,2.20,9.67,1.98,0.44,0.07,0.08,0.23,1.76,0.22,0.95,4.10,0.66,0.44,26.97,3.96
119,Ante Rebic,seriea,0.14,0.00,0.14,0.27,0.27,0.26,2.05,4.23,7.78,1.50,0.41,0.09,0.18,0.16,2.32,0.27,0.41,3.82,0.14,0.41,25.13,5.19
120,Casper Tengstedt,seriea,0.39,0.07,0.33,0.34,0.29,0.06,1.82,1.76,5.08,2.41,0.65,0.14,0.12,0.07,0.72,0.13,0.07,1.50,0.20,0.65,12.69,3.58
121,Gabriel Strefezza,seriea,0.12,0.16,0.12,0.13,0.13,0.13,2.31,3.62,5.61,2.03,0.68,0.06,0.06,0.12,1.99,0.24,0.28,3.86,0.16,0.68,23.95,2.94
122,Daniel Maldini,seriea,0.19,0.00,0.19,0.30,0.30,0.06,3.00,2.31,4.88,2.63,0.88,0.07,0.12,0.08,0.81,0.06,0.13,2.88,0.31,0.88,17.25,3.25
123,Rafael Leao,seriea,0.32,0.27,0.32,0.34,0.34,0.29,4.69,3.80,10.76,2.48,1.21,0.13,0.14,0.25,2.00,0.40,0.30,4.31,0.62,1.21,25.70,6.31
124,Thijs Dallinga,seriea,0.33,0.00,0.33,0.42,0.42,0.04,0.71,1.37,5.77,2.80,1.04,0.12,0.16,0.04,0.71,0.00,0.00,2.25,0.33,1.04,16.16,4.95
125,Nicolas Gonzalez,seriea,0.31,0.13,0.31,0.31,0.31,0.06,1.79,3.76,7.21,2.82,1.39,0.11,0.11,0.08,0.99,0.27,0.13,2.28,0.31,1.39,20.61,3.85
126,Tommaso Baldanzi,seriea,0.06,0.06,0.06,0.16,0.16,0.08,3.85,2.88,6.25,2.34,0.30,0.03,0.07,0.09,0.84,0.24,0.06,3.73,0.36,0.30,25.65,4.09
127,Samuel Iling Junior,seriea,0.26,0.00,0.26,0.08,0.08,0.10,3.77,2.86,8.97,1.17,0.39,0.22,0.07,0.13,1.30,0.26,0.91,3.38,0.13,0.39,26.79,1.95
128,Mehdi Taremi,seriea,0.15,0.22,0.00,0.36,0.25,0.20,1.35,2.84,4.49,1.50,0.45,0.00,0.16,0.13,1.57,0.60,0.00,3.36,0.60,0.45,15.55,4.11
129,Alessio Zerbin,seriea,0.07,0.00,0.07,0.12,0.12,0.08,2.67,3.65,4.36,0.98,0.33,0.07,0.12,0.10,1.37,0.07,0.59,2.80,0.00,0.33,22.27,3.39
130,Marcus Thuram,seriea,0.52,0.14,0.52,0.38,0.38,0.16,2.61,1.87,6.42,2.47,1.01,0.21,0.15,0.15,1.40,0.22,0.11,3.57,0.52,1.01,16.16,5.95
131,Michael Folorunsho,seriea,0.11,0.00,0.11,0.17,0.17,0.07,1.20,3.04,3.91,1.20,0.43,0.09,0.15,0.05,0.43,0.00,0.22,1.63,0.11,0.43,15.43,2.50
132,Matteo Cancellieri,seriea,0.21,0.05,0.21,0.21,0.21,0.07,2.31,1.47,5.40,1.52,0.63,0.14,0.14,0.06,0.89,0.21,0.31,1.73,0.21,0.63,14.67,2.62
